Course,Location,Utilization Rate,Course Waitlist,Visits,Coordinates
Activity Camp,White Haven ES,0.9667,11,116,"43.7872798,-79.24828660000003"
Activity Camp,White Haven ES,1,7,150,"43.7872798,-79.24828660000003"
Speciality Camp: Sports,Mitchell Field Community Centre,0.9333,0,140,"43.7746895,-79.40831689999999"
Specialty Camp: Swim,Annette Community Recreation Centre,1,3,144,"43.6551041,-79.45940150000001"
Adapted Adventure Camp,Mitchell Field Community Centre,0.8,0,40,"43.7746895,-79.40831689999999"
Activity Camp,Islington CS,0.9688,31,155,"43.6475593,-79.52767510000001"
Speciality Camp: Sports,Mitchell Field Community Centre,0.8,0,108,"43.7746895,-79.40831689999999"
Activity Camp,Islington CS,0.9375,32,150,"43.6475593,-79.52767510000001"
Adventure Camp,Falstaff Community Centre,0.9375,21,75,"43.7161744,-79.5065922"
Adapted Adventure Camp,Oakdale Park MS,1,3,50,"43.747629,-79.51203909999998"
Adventure Camp,Norseman Community School And Pool,0.9286,2,65,"43.6345864,-79.51572870000001"
Adventure Camp,Falstaff Community Centre,1,20,100,"43.7161744,-79.5065922"
Specialty Camp: Sports,Annette Community Recreation Centre,1,4,50,"43.6551041,-79.45940150000001"
Adventure Camp,Falstaff Community Centre,0.9,25,90,"43.7161744,-79.5065922"
Adapted Adventure Camp,Mitchell Field Community Centre,0.9,2,36,"43.7746895,-79.40831689999999"
Adventure Camp,Norseman Community School And Pool,1,0,24,"43.6345864,-79.51572870000001"
Adapted Adventure Camp,Oakdale Park MS,1,6,50,"43.747629,-79.51203909999998"
Activity Camp,White Haven ES,1,6,150,"43.7872798,-79.24828660000003"
Adapted Adventure Camp,Oakdale Park MS,1,4,40,"43.747629,-79.51203909999998"
Adventure Camp,Falstaff Community Centre,1,24,80,"43.7161744,-79.5065922"
Adventure Camp,Falstaff Community Centre,0.8667,10,130,"43.7161744,-79.5065922"
Adapted Adventure Camp,Mitchell Field Community Centre,1,2,55,"43.7746895,-79.40831689999999"
Specialty Camp: Learn to Bike,Bob Abate Community Recreation Centre,0.75,4,45,"43.661438,-79.4199256"
Preschool Swim 1: Penguin,Hillcrest Community Centre,0.5,0,18,"43.6727097,-79.4056784"
Adventure Camp,Falstaff Community Centre,1,21,80,"43.7161744,-79.5065922"
Adventure Camp,Falstaff Community Centre,0.9667,10,145,"43.7161744,-79.5065922"
Adapted Adventure Camp,Oakdale Park MS,1,0,50,"43.747629,-79.51203909999998"
Adventure Camp,Balmy Beach Community Recreation Centre,0.8125,0,65,"43.6764859,-79.2896849"
Adventure Camp,Norseman Community School And Pool,0.75,0,72,"43.6345864,-79.51572870000001"
Speciality Camp: Sports,Mitchell Field Community Centre,0.8,0,108,"43.7746895,-79.40831689999999"
Claireville: Challenge Plus Camp,Claireville Day Camp,0.45,0,90,"43.7445154,-79.74524509999998"
Adventure Camp: Youth,Keele Community Centre,0.7667,0,115,"43.6579525,-79.46212639999999"
Specialty Camp: Eco,Hilltop Community School,1,0,50,"43.6894687,-79.5318911"
Specialty Camp: Science,Park Lawn CS,1,2,50,"43.6379427,-79.4958732"
Ultra Swim 9,Dennis R.Timbrell Resource Centre,0.8,4,72,"43.7180138,-79.33185709999998"
Specialty Camp: Science,Hilltop Community School,1.1667,0,70,"43.6894687,-79.5318911"
Claireville: Nature Explorers,Claireville Day Camp,0.4286,0,27,"43.7445154,-79.74524509999998"
Specialty Camp: Visual Arts,Park Lawn CS,0.9,5,45,"43.6379427,-79.4958732"
Adventure Camp,Frankland Community Centre,0.9667,0,145,"43.6771192,-79.34989989999997"
Adventure Camp,Keele Community Centre,0.9474,0,144,"43.6579525,-79.46212639999999"
Specialty Camp: Drama,Hilltop Community School,1,0,40,"43.6894687,-79.5318911"
Adventure Camp,Falstaff Community Centre,1,20,150,"43.7161744,-79.5065922"
Adventure Camp,Keele Community Centre,1,0,190,"43.6579525,-79.46212639999999"
Activity Camp,Islington CS,1,17,160,"43.6475593,-79.52767510000001"
Adventure Camp,Falstaff Community Centre,0.95,17,95,"43.7161744,-79.5065922"
Adventure Camp,Frankland Community Centre,1,0,120,"43.6771192,-79.34989989999997"
Adventure Camp,Falstaff Community Centre,0.9,10,108,"43.7161744,-79.5065922"
Ultra Swim 3,Parkdale Community Recreation Centre,1,0,54,"43.6464011,-79.43839079999998"
Specialty Camp: Dance,Hilltop Community School,1,0,32,"43.6894687,-79.5318911"
Adventure Camp,Keele Community Centre,1.0667,6,160,"43.6579525,-79.46212639999999"
Adapted Adventure Camp,Mitchell Field Community Centre,0.8,0,32,"43.7746895,-79.40831689999999"
Adventure Camp,Falstaff Community Centre,1,21,80,"43.7161744,-79.5065922"
Claireville: Challenge Plus Camp,Claireville Day Camp,0.4,0,72,"43.7445154,-79.74524509999998"
Ultra Swim 2,Sir Oliver Mowat Collegiate Institute,0.8333,0,45,"43.7794929,-79.14180049999999"
Activity Camp,Islington CS,0.875,35,140,"43.6475593,-79.52767510000001"
Adventure Camp: Youth,Keele Community Centre,0.35,0,28,"43.6579525,-79.46212639999999"
Adventure Camp: Youth,Keele Community Centre,0.8,0,120,"43.6579525,-79.46212639999999"
Specialty Camp: Canoe,Sunnyside - Gus Ryder Outdoor Pool,1,8,50,"43.6374204,-79.45825880000001"
Specialty Camp: Dance,Hilltop Community School,0.9167,0,55,"43.6894687,-79.5318911"
Specialty Camp: Science,Park Lawn CS,0.375,1,15,"43.6379427,-79.4958732"
Counsellor-in-Training,Joseph J. Piccininni Community Centre,0.15,0,30,"43.6744016,-79.4524571"
Activity Camp,Islington CS,0.875,13,140,"43.6475593,-79.52767510000001"
Tiny Tots Swim,Hillcrest Community Centre,1,0,9,"43.6727097,-79.4056784"
Ultra Swim 5,Runnymede Collegiate Institute,0.625,0,45,"43.6636272,-79.48972229999998"
Adventure Camp,Balmy Beach Community Recreation Centre,0.9375,1,75,"43.6764859,-79.2896849"
Ultra Swim 1,Humber Community Pool - Indoor Pool,1,4,54,"43.7287136,-79.60739460000002"
Specialty Camp: Cooking,John G. Althouse CS,0.2,0,10,"43.66795159999999,-79.55419749999999"
Specialty Camp: Cooking,Park Lawn CS,1,0,64,"43.6379427,-79.4958732"
Specialty Camp: Nature,Park Lawn CS,0.5,2,20,"43.6379427,-79.4958732"
Adventure Camp: Youth,Norseman Community School And Pool,0.5,0,25,"43.6345864,-79.51572870000001"
Adventure Camp,Don Mills CI,0.975,0,156,"43.7361633,-79.33986679999998"
Adventure Camp: Youth,Norseman Community School And Pool,1,0,50,"43.6345864,-79.51572870000001"
Adventure Camp: Youth,Norseman Community School And Pool,0.9,0,36,"43.6345864,-79.51572870000001"
Adventure Camp,Don Mills CI,0.975,1,195,"43.7361633,-79.33986679999998"
Specialty Camp: Volleyball - Girls,John G. Althouse CS,0.7,0,35,"43.66795159999999,-79.55419749999999"
Adventure Camp,Don Mills CI,0.95,2,190,"43.7361633,-79.33986679999998"
Specialty Camp: Science,Park Lawn CS,0.9,0,45,"43.6379427,-79.4958732"
Ultra Swim 9,Earl Beatty Community Centre,0.2,0,9,"43.6864888,-79.32032549999997"
Adventure Camp,Don Mills CI,0.975,0,195,"43.7361633,-79.33986679999998"
Ultra Swim 1,Humber Community Pool - Indoor Pool,1,5,54,"43.7287136,-79.60739460000002"
Adventure Camp,Norseman Community School And Pool,1,3,40,"43.6345864,-79.51572870000001"
Adventure Camp: Arts,Burrows Hall Community Centre,0.9375,3,150,"43.7923793,-79.23348450000003"
Specialty Camp: Dance,Park Lawn CS,0.5833,3,28,"43.6379427,-79.4958732"
Adventure Camp,Don Mills CI,0.975,0,156,"43.7361633,-79.33986679999998"
Adventure Camp: Youth,Norseman Community School And Pool,0.8,0,40,"43.6345864,-79.51572870000001"
Adventure Camp: Youth,Norseman Community School And Pool,0.6,0,30,"43.6345864,-79.51572870000001"
Specialty Camp: Volleyball,Annette Community Recreation Centre,0.3,0,15,"43.6551041,-79.45940150000001"
Ultra Swim 5,Runnymede Collegiate Institute,0.375,0,27,"43.6636272,-79.48972229999998"
Ultra Swim 5,Runnymede Collegiate Institute,0.125,0,9,"43.6636272,-79.48972229999998"
Adventure Camp: Youth,Norseman Community School And Pool,0.7,0,28,"43.6345864,-79.51572870000001"
Ultra Swim 5,Runnymede Collegiate Institute,0.375,0,27,"43.6636272,-79.48972229999998"
Ultra Swim 9,Earl Beatty Community Centre,0.6,0,27,"43.6864888,-79.32032549999997"
Ultra Swim 1,Humber Community Pool - Indoor Pool,0.8333,0,45,"43.7287136,-79.60739460000002"
Specialty Camp: Health and Wellness - Girls,John G. Althouse CS,0.6,0,30,"43.66795159999999,-79.55419749999999"
Activity Camp,Smithfield CS,0.6667,0,8,"43.7486814,-79.59580979999998"
Ultra Swim 1,Humber Community Pool - Indoor Pool,0.6667,4,36,"43.7287136,-79.60739460000002"
Preschool Swim 4: Dolphin,Memorial Pool And Health Club,0.5,0,18,"43.6479023,-79.51853979999999"
Adventure Camp: Youth,Keele Community Centre,0.9667,0,145,"43.6579525,-79.46212639999999"
Specialty Camp: Sports,Joseph J. Piccininni Community Centre,0.6,0,162,"43.6744016,-79.4524571"
Doug Philpott Tennis,Grandravine Park,0.9,3,90,"43.7525206,-79.48972229999998"
Bronze Medallion & Emergency First Aid (CPR B),Leaside Memorial Gardens Pool,0.875,2,140,"43.7020811,-79.36010799999997"
Adventure Camp,Elmbank Community Centre,0.9375,28,60,"43.7349413,-79.58808579999999"
Specialty Camp: Swim,Joseph J. Piccininni Community Centre,0.65,1,351,"43.6744016,-79.4524571"
Adventure Camp: Youth,Keele Community Centre,0.9091,2,100,"43.6579525,-79.46212639999999"
Adventure Camp: New Strides Day Camp,Broadacres Park,0.85,0,85,"43.64854,-79.57052870000001"
Ultra Swim 8 - Small Group,Memorial Pool And Health Club,0.75,0,27,"43.6479023,-79.51853979999999"
Bronze Cross,Leaside Memorial Gardens Pool,0.375,0,54,"43.7020811,-79.36010799999997"
Guardian Swim 1,Parkdale Community Recreation Centre,0.2,0,18,"43.6464011,-79.43839079999998"
Adventure Camp,Elmbank Community Centre,1.1875,31,95,"43.7349413,-79.58808579999999"
Specialty Camp: Sports,Norseman Community School And Pool,0.95,7,95,"43.6345864,-79.51572870000001"
Adventure Camp: Youth,Keele Community Centre,0.8333,0,125,"43.6579525,-79.46212639999999"
Ultra Swim 4,Parkdale Community Recreation Centre,0.25,0,18,"43.6464011,-79.43839079999998"
Specialty Camp: Sports,Joseph J. Piccininni Community Centre,0.6333,0,190,"43.6744016,-79.4524571"
Adventure Camp: Youth,Norseman Community School And Pool,1,0,50,"43.6345864,-79.51572870000001"
Adventure Camp,Stan Wadlow Clubhouse,0.9,0,108,"43.6988304,-79.3145151"
Ultra Swim 2,Humber Community Pool - Indoor Pool,1,1,54,"43.7287136,-79.60739460000002"
Adventure Camp,Stan Wadlow Clubhouse,0.9,2,135,"43.6988304,-79.3145151"
Counsellor-in-Training,Joseph J. Piccininni Community Centre,0.7,0,70,"43.6744016,-79.4524571"
Tiny Tots Swim,Memorial Pool And Health Club,1,0,9,"43.6479023,-79.51853979999999"
Specialty Camp: Swim,Joseph J. Piccininni Community Centre,0.8182,1,405,"43.6744016,-79.4524571"
Adventure Camp: New Strides Day Camp,Broadacres Park,0.85,0,85,"43.64854,-79.57052870000001"
Counsellor-in-Training,Keele Community Centre,1,0,200,"43.6579525,-79.46212639999999"
Guardian Swim 3,Cummer Park Community Centre,0.7,0,56,"43.79916619999999,-79.37119469999999"
Adventure Camp,Elmbank Community Centre,1.3,70,195,"43.7349413,-79.58808579999999"
Specialty Camp: Swim,Joseph J. Piccininni Community Centre,0.94,3,470,"43.6744016,-79.4524571"
Ultra Swim 5,Parkdale Community Recreation Centre,1,4,72,"43.6464011,-79.43839079999998"
Adventure Camp,Elmbank Community Centre,1.1875,30,95,"43.7349413,-79.58808579999999"
Specialty Camp: Swim,Joseph J. Piccininni Community Centre,0.9,9,360,"43.6744016,-79.4524571"
Bronze Cross,West Deane Park - Outdoor Pool,0.4375,0,63,"43.6604251,-79.56104640000001"
Specialty Camp: Sports,Joseph J. Piccininni Community Centre,0.8,0,240,"43.6744016,-79.4524571"
Adventure Camp: New Strides Day Camp,Broadacres Park,0.85,4,85,"43.64854,-79.57052870000001"
Ultra Swim 6 - Small Group,Runnymede Collegiate Institute,0.75,0,27,"43.6636272,-79.48972229999998"
Guardian Swim 2,Cummer Park Community Centre,0.9,0,72,"43.79916619999999,-79.37119469999999"
Adventure Camp,Stan Wadlow Clubhouse,1,0,150,"43.6988304,-79.3145151"
Adventure Camp,Stan Wadlow Clubhouse,0.9333,0,140,"43.6988304,-79.3145151"
Adventure Camp,Elmbank Community Centre,0.8125,29,65,"43.7349413,-79.58808579999999"
Ultra Swim 3,Humber Community Pool - Indoor Pool,0.8333,1,45,"43.7287136,-79.60739460000002"
Adventure Camp: New Strides Day Camp,Broadacres Park,0.85,3,85,"43.64854,-79.57052870000001"
Tiny Tots Swim,Hillcrest Community Centre,1,0,9,"43.6727097,-79.4056784"
Ultra Swim 6 - Small Group,Runnymede Collegiate Institute,1,0,36,"43.6636272,-79.48972229999998"
Ultra Swim 6 - Small Group,Runnymede Collegiate Institute,0.75,0,27,"43.6636272,-79.48972229999998"
Adventure Camp: New Strides Day Camp,Broadacres Park,0.95,0,76,"43.64854,-79.57052870000001"
Adventure Camp: Youth,Keele Community Centre,0.6333,0,76,"43.6579525,-79.46212639999999"
Ultra Swim 2,Humber Community Pool - Indoor Pool,1,5,54,"43.7287136,-79.60739460000002"
Adventure Camp: Youth,Keele Community Centre,1,4,150,"43.6579525,-79.46212639999999"
Specialy Camp: Gymnastics,Keele Community Centre,0.8889,2,200,"43.6579525,-79.46212639999999"
Adventure Camp,Stan Wadlow Clubhouse,0.8333,0,125,"43.6988304,-79.3145151"
Adventure Camp,Elmbank Community Centre,1.125,29,90,"43.7349413,-79.58808579999999"
Bronze Star & Basic 1st Aid (CPR-A),Leaside Memorial Gardens Pool,0.6667,3,72,"43.7020811,-79.36010799999997"
Bronze Cross,West Deane Park - Outdoor Pool,0.625,0,90,"43.6604251,-79.56104640000001"
Preschool Swim 1: Penguin,Cummer Park Community Centre,0.8333,3,40,"43.79916619999999,-79.37119469999999"
Adventure Camp,North Toronto Memorial Community Centre,0.96,1,240,"43.7061669,-79.40532659999997"
Bronze Cross,Riverdale Park East,0.375,0,54,"43.6746186,-79.35799609999998"
Activity Camp,Malvern Recreation Centre,1.0417,13,100,"43.8093594,-79.21621240000002"
Adventure Camp,North Toronto Memorial Community Centre,0.96,0,240,"43.7061669,-79.40532659999997"
Adventure Camp: Leaps and Bounds Camp,Broadacres Park,0.3333,0,15,"43.64854,-79.57052870000001"
Adventure Camp: Arts,Burrows Hall Community Centre,1,6,144,"43.7923793,-79.23348450000003"
Adventure Camp,North Toronto Memorial Community Centre,0.9833,0,236,"43.7061669,-79.40532659999997"
Adventure Camp,North Toronto Memorial Community Centre,0.98,0,245,"43.7061669,-79.40532659999997"
Adventure Camp: Leaps and Bounds Camp,Broadacres Park,0.5556,0,20,"43.64854,-79.57052870000001"
Ultra Swim 6,The Elms Community School,1,0,90,"43.72223289999999,-79.55296820000001"
Preschool Swim 3: Otter,Memorial Pool And Health Club,0.75,0,27,"43.6479023,-79.51853979999999"
Specialty Camp: Bike,Joseph J. Piccininni Community Centre,0.9,0,180,"43.6744016,-79.4524571"
Activity Camp,Antibes Community Centre,0.9333,2,140,"43.7810253,-79.44691879999999"
Adventure Camp,Selwyn ES,1,5,100,"43.70856620000001,-79.30623909999997"
Specialty Camp: Sports,Norseman Community School And Pool,0.9,1,72,"43.6345864,-79.51572870000001"
Ultra Swim 6,The Elms Community School,1,1,90,"43.72223289999999,-79.55296820000001"
Doug Philpott Tennis,Grandravine Park,0.9,6,72,"43.7525206,-79.48972229999998"
Adventure Camp: Sports,Swansea Community Recreation Centre,1,1,100,"43.64396319999999,-79.4775952"
Adventure Camp: Sports,Swansea Community Recreation Centre,0.5,0,40,"43.64396319999999,-79.4775952"
Preschool Swim 3: Otter,Memorial Pool And Health Club,1,0,36,"43.6479023,-79.51853979999999"
Adventure Camp,North Toronto Memorial Community Centre,0.98,5,245,"43.7061669,-79.40532659999997"
Adventure Camp: Leaps and Bounds Camp,Broadacres Park,0.5556,0,25,"43.64854,-79.57052870000001"
Adventure Camp,North Toronto Memorial Community Centre,0.9333,0,280,"43.7061669,-79.40532659999997"
Tiny Tots Swim,Memorial Pool And Health Club,1,0,9,"43.6479023,-79.51853979999999"
Ultra Swim 4,Riverdale Park East,0.75,0,27,"43.6746186,-79.35799609999998"
Specialty Camp: Bike,Joseph J. Piccininni Community Centre,1,0,20,"43.6744016,-79.4524571"
Specialty Camp: Bike,Joseph J. Piccininni Community Centre,0.65,0,117,"43.6744016,-79.4524571"
Specialty Camp: Sports,Norseman Community School And Pool,0.95,7,76,"43.6345864,-79.51572870000001"
Specialty Camp: Bike,Joseph J. Piccininni Community Centre,0.4,0,18,"43.6744016,-79.4524571"
Specialty Camp: Swim,Norseman Community School And Pool,1,23,200,"43.6345864,-79.51572870000001"
Specialty Camp: Bike,Joseph J. Piccininni Community Centre,0.4,0,80,"43.6744016,-79.4524571"
Preschool Swim 1: Penguin,Riverdale Park East,1,0,36,"43.6746186,-79.35799609999998"
Ultra Swim 3,Humber Community Pool - Indoor Pool,1,1,54,"43.7287136,-79.60739460000002"
Preschool Swim 2: Stingray,Cummer Park Community Centre,1,2,48,"43.79916619999999,-79.37119469999999"
Adventure Camp,North Toronto Memorial Community Centre,0.8833,0,265,"43.7061669,-79.40532659999997"
Specialty Camp: Sports,Joseph J. Piccininni Community Centre,0.4,0,120,"43.6744016,-79.4524571"
Adventure Camp,Selwyn ES,1,0,80,"43.70856620000001,-79.30623909999997"
Activity Camp,Malvern Recreation Centre,0.9583,30,115,"43.8093594,-79.21621240000002"
Specialty Camp: Swim,Joseph J. Piccininni Community Centre,0.4,0,40,"43.6744016,-79.4524571"
Ultra Swim 6,The Elms Community School,0.9,1,81,"43.72223289999999,-79.55296820000001"
Adventure Camp: Arts,Burrows Hall Community Centre,0.9375,11,150,"43.7923793,-79.23348450000003"
Specialty Camp: Swim,Joseph J. Piccininni Community Centre,1,0,45,"43.6744016,-79.4524571"
Adventure Camp: Leaps and Bounds Camp,Broadacres Park,0.3333,0,15,"43.64854,-79.57052870000001"
Adventure Camp: Sports,Swansea Community Recreation Centre,0.9333,1,140,"43.64396319999999,-79.4775952"
Adventure Camp: Sports,Swansea Community Recreation Centre,0.8,0,64,"43.64396319999999,-79.4775952"
Specialty Camp: Bike,Joseph J. Piccininni Community Centre,0.6,0,120,"43.6744016,-79.4524571"
Adventure Camp,North Toronto Memorial Community Centre,1,5,250,"43.7061669,-79.40532659999997"
Specialty Camp: Sports,Norseman Community School And Pool,0.9,2,90,"43.6345864,-79.51572870000001"
Adventure Camp,Selwyn ES,0.85,0,68,"43.70856620000001,-79.30623909999997"
Specialty Camp: Bike,Joseph J. Piccininni Community Centre,0.65,0,117,"43.6744016,-79.4524571"
Specialty Camp: Swim,Joseph J. Piccininni Community Centre,0.6667,0,20,"43.6744016,-79.4524571"
Adventure Camp,Selwyn ES,0.95,5,95,"43.70856620000001,-79.30623909999997"
Ultra Swim 5,Riverdale Park East,0.25,0,9,"43.6746186,-79.35799609999998"
Adventure Camp,Selwyn ES,0.95,7,95,"43.70856620000001,-79.30623909999997"
Specialty Camp: Bike,Joseph J. Piccininni Community Centre,0.2,0,10,"43.6744016,-79.4524571"
Specialty Camp: Sports,Joseph J. Piccininni Community Centre,0.8,0,216,"43.6744016,-79.4524571"
Adventure Camp: Sports,Swansea Community Recreation Centre,0.9333,11,140,"43.64396319999999,-79.4775952"
Specialty Camp: Swim,Joseph J. Piccininni Community Centre,1,0,9,"43.6744016,-79.4524571"
Doug Philpott Tennis,Grandravine Park,1.05,1,84,"43.7525206,-79.48972229999998"
Bronze Star & Basic 1st Aid (CPR-A),Leaside Memorial Gardens Pool,0.9167,0,99,"43.7020811,-79.36010799999997"
Adventure Camp: Leaps and Bounds Camp,Broadacres Park,0.4444,0,20,"43.64854,-79.57052870000001"
Specialty Camp: Sports,Norseman Community School And Pool,0.85,7,85,"43.6345864,-79.51572870000001"
Doug Philpott Tennis,Grandravine Park,1,4,100,"43.7525206,-79.48972229999998"
Specialty Camp: Swim,Joseph J. Piccininni Community Centre,0.7,0,70,"43.6744016,-79.4524571"
Specialty Camp: Sports,Norseman Community School And Pool,0.9,11,90,"43.6345864,-79.51572870000001"
Specialty Camp: Sports,Joseph J. Piccininni Community Centre,1,0,18,"43.6744016,-79.4524571"
Adventure Camp: Sports,Swansea Community Recreation Centre,1,0,100,"43.64396319999999,-79.4775952"
Ultra Swim 6,The Elms Community School,1,0,90,"43.72223289999999,-79.55296820000001"
